income,age,loan_amount,tenure_months,late_payments,risk_label
922833.340008685,33.2360769794073,466990.45043514064,204,2,0
951501.542009461,58.00940432910816,339467.1529822981,145,1,0
693899.7704778945,39.59842049355657,180411.69379648156,39,3,0
684836.3518710639,25.69224897881952,344460.26682201406,137,3,0
744989.6605696712,41.28104414910789,419663.1486645651,99,2,0
339615.76705288305,33.18948342525119,239021.70956806178,77,1,0
496961.78756028955,48.406435489887244,286598.28333270823,207,2,0
1073374.853488905,33.47376020697609,301468.8194729197,210,4,1
1128993.5427002567,35.538165667852205,221510.168691776,115,1,0
750192.7920887243,21.104592690544692,364828.0433843859,225,2,0
915311.3926111533,35.47693680750923,287905.18513922184,134,2,0
862250.0309087072,18.0,341953.2443907028,219,3,0
1415776.1616910475,24.16097176514277,211250.78221978998,151,0,0
1023914.9822869154,47.604146561442974,256254.16996765896,187,0,0
774416.4817038467,47.85800158650832,372238.1357827771,91,3,0
608891.9118799148,44.254575617849646,262716.6847908233,98,1,0
478710.7359484855,30.33023856870787,472696.38512334053,120,0,0
840692.7271734446,39.5228864385802,260036.38143853977,46,1,0
648729.8509431393,39.963974609094315,322468.4725751886,38,5,1
515549.2580804652,28.416353108074574,393259.083187309,142,2,0
670685.4231514947,55.0339830176715,158163.42670669683,100,1,0
583690.3992771211,48.77362290575671,123919.11880192242,72,2,0
1137428.3270145128,37.79035826170336,147434.36854299053,190,1,0
976327.9513898902,40.26885838994531,426258.41034271824,35,1,0
798405.4717366765,42.08382807947552,244814.18541075534,147,2,0
1095988.827778005,19.582651315757094,555819.9285668252,30,3,0
815473.6615295237,37.52822617479403,243575.24013426114,78,1,0
627743.1597343473,33.180157520022014,318455.1303197037,84,0,0
1104624.8154539315,29.983799901050844,454210.9952567876,113,0,0
907782.0087369317,37.18899707114045,500609.2888159123,25,4,1
592550.7691347087,57.976865268495224,506150.3576636398,168,0,0
761932.2643832783,46.4084286126701,420836.6230593142,88,1,0
624876.3493230486,34.28821010217203,402406.25258114625,14,3,0
523440.05380713276,45.72582781356159,359252.6949201183,154,2,0
